postcode_prefix,itl3_code,itl3_name,itl2_code,itl2_name,itl1_code,itl1_name
SA19,TLL42,South West Wales,TLL4,Mid and South West Wales,TLL,Wales
SA2,TLL43,Swansea,TLL4,Mid and South West Wales,TLL,Wales
SA20,TLL42,South West Wales,TLL4,Mid and South West Wales,TLL,Wales
SA3,TLL43,Swansea,TLL4,Mid and South West Wales,TLL,Wales
SA31,TLL42,South West Wales,TLL4,Mid and South West Wales,TLL,Wales
SA32,TLL42,South West Wales,TLL4,Mid and South West Wales,TLL,Wales
SA33,TLL42,South West Wales,TLL4,Mid and South West Wales,TLL,Wales
SA34,TLL42,South West Wales,TLL4,Mid and South West Wales,TLL,Wales
SA35,TLL42,South West Wales,TLL4,Mid and South West Wales,TLL,Wales
SA36,TLL42,South West Wales,TLL4,Mid and South West Wales,TLL,Wales
SA37,TLL42,South West Wales,TLL4,Mid and South West Wales,TLL,Wales
SA38,TLL42,South West Wales,TLL4,Mid and South West Wales,TLL,Wales
SA39,TLL42,South West Wales,TLL4,Mid and South West Wales,TLL,Wales
SA4,TLL43,Swansea,TLL4,Mid and South West Wales,TLL,Wales
SA40,TLL42,South West Wales,TLL4,Mid and South West Wales,TLL,Wales
SA41,TLL42,South West Wales,TLL4,Mid and South West Wales,TLL,Wales
SA42,TLL42,South West Wales,TLL4,Mid and South West Wales,TLL,Wales
SA43,TLL41,Mid Wales,TLL4,Mid and South West Wales,TLL,Wales
SA44,TLL41,Mid Wales,TLL4,Mid and South West Wales,TLL,Wales
SA45,TLL41,Mid Wales,TLL4,Mid and South West Wales,TLL,Wales
SA46,TLL41,Mid Wales,TLL4,Mid and South West Wales,TLL,Wales
SA47,TLL41,Mid Wales,TLL4,Mid and South West Wales,TLL,Wales
SA48,TLL41,Mid Wales,TLL4,Mid and South West Wales,TLL,Wales
SA5,TLL43,Swansea,TLL4,Mid and South West Wales,TLL,Wales
SA6,TLL43,Swansea,TLL4,Mid and South West Wales,TLL,Wales
SA61,TLL42,South West Wales,TLL4,Mid and South West Wales,TLL,Wales
SA62,TLL42,South West Wales,TLL4,Mid and South West Wales,TLL,Wales
SA63,TLL42,South West Wales,TLL4,Mid and South West Wales,TLL,Wales
SA64,TLL42,South West Wales,TLL4,Mid and South West Wales,TLL,Wales
SA65,TLL42,South West Wales,TLL4,Mid and South West Wales,TLL,Wales
SA66,TLL42,South West Wales,TLL4,Mid and South West Wales,TLL,Wales
SA67,TLL42,South West Wales,TLL4,Mid and South West Wales,TLL,Wales
SA68,TLL42,South West Wales,TLL4,Mid and South West Wales,TLL,Wales
SA69,TLL42,South West Wales,TLL4,Mid and South West Wales,TLL,Wales
SA7,TLL43,Swansea,TLL4,Mid and South West Wales,TLL,Wales
SA70,TLL42,South West Wales,TLL4,Mid and South West Wales,TLL,Wales
SA71,TLL42,South West Wales,TLL4,Mid and South West Wales,TLL,Wales
SA72,TLL42,South West Wales,TLL4,Mid and South West Wales,TLL,Wales
SA73,TLL42,South West Wales,TLL4,Mid and South West Wales,TLL,Wales
SA8,TLL44,Neath Port Talbot,TLL4,Mid and South West Wales,TLL,Wales
SA80,TLL43,Swansea,TLL4,Mid and South West Wales,TLL,Wales
SA9,TLL41,Mid Wales,TLL4,Mid and South West Wales,TLL,Wales
SA99,TLL43,Swansea,TLL4,Mid and South West Wales,TLL,Wales
SE1,TLI44,Lewisham and Southwark,TLI4,Inner London - East,TLI,London
SE10,TLI51,Bexley and Greenwich,TLI5,Outer London - East and North East,TLI,London
SE11,TLI45,Lambeth,TLI4,Inner London - East,TLI,London
SE12,TLI44,Lewisham and Southwark,TLI4,Inner London - East,TLI,London
SE13,TLI44,Lewisham and Southwark,TLI4,Inner London - East,TLI,London
SE14,TLI44,Lewisham and Southwark,TLI4,Inner London - East,TLI,London
SE15,TLI44,Lewisham and Southwark,TLI4,Inner London - East,TLI,London
SE16,TLI44,Lewisham and Southwark,TLI4,Inner London - East,TLI,London
SE17,TLI44,Lewisham and Southwark,TLI4,Inner London - East,TLI,London
SE18,TLI51,Bexley and Greenwich,TLI5,Outer London - East and North East,TLI,London
SE19,TLI62,Croydon,TLI6,Outer London - South,TLI,London
SE1P,TLI44,Lewisham and Southwark,TLI4,Inner London - East,TLI,London
SE2,TLI51,Bexley and Greenwich,TLI5,Outer London - East and North East,TLI,London
SE20,TLI61,Bromley,TLI6,Outer London - South,TLI,London
SE21,TLI44,Lewisham and Southwark,TLI4,Inner London - East,TLI,London
SE22,TLI44,Lewisham and Southwark,TLI4,Inner London - East,TLI,London
SE23,TLI44,Lewisham and Southwark,TLI4,Inner London - East,TLI,London
SE24,TLI45,Lambeth,TLI4,Inner London - East,TLI,London
SE25,TLI62,Croydon,TLI6,Outer London - South,TLI,London
SE26,TLI44,Lewisham and Southwark,TLI4,Inner London - East,TLI,London
SE27,TLI45,Lambeth,TLI4,Inner London - East,TLI,London
SE28,TLI51,Bexley and Greenwich,TLI5,Outer London - East and North East,TLI,London
SE3,TLI51,Bexley and Greenwich,TLI5,Outer London - East and North East,TLI,London
SE4,TLI44,Lewisham and Southwark,TLI4,Inner London - East,TLI,London
SE5,TLI44,Lewisham and Southwark,TLI4,Inner London - East,TLI,London
SE6,TLI44,Lewisham and Southwark,TLI4,Inner London - East,TLI,London
SE7,TLI51,Bexley and Greenwich,TLI5,Outer London - East and North East,TLI,London
SE8,TLI44,Lewisham and Southwark,TLI4,Inner London - East,TLI,London
SE9,TLI51,Bexley and Greenwich,TLI5,Outer London - East and North East,TLI,London
SE99,TLI44,Lewisham and Southwark,TLI4,Inner London - East,TLI,London
SG1,TLH26,North and East Hertfordshire,TLH2,Bedfordshire and Hertfordshire,TLH,East (England)
SG10,TLH26,North and East Hertfordshire,TLH2,Bedfordshire and Hertfordshire,TLH,East (England)
SG11,TLH26,North and East Hertfordshire,TLH2,Bedfordshire and Hertfordshire,TLH,East (England)
SG12,TLH26,North and East Hertfordshire,TLH2,Bedfordshire and Hertfordshire,TLH,East (England)
SG13,TLH26,North and East Hertfordshire,TLH2,Bedfordshire and Hertfordshire,TLH,East (England)
SG14,TLH26,North and East Hertfordshire,TLH2,Bedfordshire and Hertfordshire,TLH,East (England)
SG15,TLH25,Central Bedfordshire,TLH2,Bedfordshire and Hertfordshire,TLH,East (England)
SG16,TLH25,Central Bedfordshire,TLH2,Bedfordshire and Hertfordshire,TLH,East (England)
SG17,TLH25,Central Bedfordshire,TLH2,Bedfordshire and Hertfordshire,TLH,East (England)
SG18,TLH25,Central Bedfordshire,TLH2,Bedfordshire and Hertfordshire,TLH,East (England)
SG19,TLH25,Central Bedfordshire,TLH2,Bedfordshire and Hertfordshire,TLH,East (England)
SG2,TLH26,North and East Hertfordshire,TLH2,Bedfordshire and Hertfordshire,TLH,East (England)
SG3,TLH26,North and East Hertfordshire,TLH2,Bedfordshire and Hertfordshire,TLH,East (England)
SG4,TLH26,North and East Hertfordshire,TLH2,Bedfordshire and Hertfordshire,TLH,East (England)
SG5,TLH26,North and East Hertfordshire,TLH2,Bedfordshire and Hertfordshire,TLH,East (England)
SG6,TLH26,North and East Hertfordshire,TLH2,Bedfordshire and Hertfordshire,TLH,East (England)
SG7,TLH26,North and East Hertfordshire,TLH2,Bedfordshire and Hertfordshire,TLH,East (England)
SG8,TLH26,North and East Hertfordshire,TLH2,Bedfordshire and Hertfordshire,TLH,East (England)
SG9,TLH26,North and East Hertfordshire,TLH2,Bedfordshire and Hertfordshire,TLH,East (England)
SK1,TLD35,Greater Manchester South East,TLD3,Greater Manchester,TLD,North West (England)
SK10,TLD62,Cheshire East,TLD6,Cheshire,TLD,North West (England)
SK11,TLD62,Cheshire East,TLD6,Cheshire,TLD,North West (England)
SK12,TLF13,South and West Derbyshire,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England)
SK13,TLF13,South and West Derbyshire,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England)
SK14,TLD35,Greater Manchester South East,TLD3,Greater Manchester,TLD,North West (England)
SK15,TLD35,Greater Manchester South East,TLD3,Greater Manchester,TLD,North West (England)
SK16,TLD35,Greater Manchester South East,TLD3,Greater Manchester,TLD,North West (England)
SK17,TLF13,South and West Derbyshire,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England)
SK2,TLD35,Greater Manchester South East,TLD3,Greater Manchester,TLD,North West (England)
SK22,TLF13,South and West Derbyshire,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England)
SK23,TLF13,South and West Derbyshire,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England)
SK3,TLD35,Greater Manchester South East,TLD3,Greater Manchester,TLD,North West (England)
SK4,TLD35,Greater Manchester South East,TLD3,Greater Manchester,TLD,North West (England)
SK5,TLD35,Greater Manchester South East,TLD3,Greater Manchester,TLD,North West (England)
SK6,TLD35,Greater Manchester South East,TLD3,Greater Manchester,TLD,North West (England)
SK7,TLD35,Greater Manchester South East,TLD3,Greater Manchester,TLD,North West (England)
SK8,TLD35,Greater Manchester South East,TLD3,Greater Manchester,TLD,North West (England)
SK9,TLD62,Cheshire East,TLD6,Cheshire,TLD,North West (England)
SL0,TLJ13,Buckinghamshire,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
SL1,TLJ15,Berkshire East,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
SL2,TLJ15,Berkshire East,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
SL3,TLJ15,Berkshire East,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
SL4,TLJ15,Berkshire East,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
SL5,TLJ15,Berkshire East,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
SL6,TLJ15,Berkshire East,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
SL60,TLJ15,Berkshire East,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
SL7,TLJ13,Buckinghamshire,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
SL8,TLJ13,Buckinghamshire,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
SL9,TLJ13,Buckinghamshire,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
SL95,TLJ15,Berkshire East,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
SM1,TLI63,"Merton, Kingston upon Thames and Sutton",TLI6,Outer London - South,TLI,London
SM2,TLI63,"Merton, Kingston upon Thames and Sutton",TLI6,Outer London - South,TLI,London
SM3,TLI63,"Merton, Kingston upon Thames and Sutton",TLI6,Outer London - South,TLI,London
SM4,TLI63,"Merton, Kingston upon Thames and Sutton",TLI6,Outer London - South,TLI,London
SM5,TLI63,"Merton, Kingston upon Thames and Sutton",TLI6,Outer London - South,TLI,London
SM6,TLI63,"Merton, Kingston upon Thames and Sutton",TLI6,Outer London - South,TLI,London
SM7,TLJ26,East Surrey,TLJ2,"Surrey, East and West Sussex",TLJ,South East (England)
SN1,TLK71,Swindon,TLK7,Gloucestershire and Wiltshire,TLK,South West (England)
SN10,TLK72,Wiltshire,TLK7,Gloucestershire and Wiltshire,TLK,South West (England)
SN11,TLK72,Wiltshire,TLK7,Gloucestershire and Wiltshire,TLK,South West (England)
SN12,TLK72,Wiltshire,TLK7,Gloucestershire and Wiltshire,TLK,South West (England)
SN13,TLK72,Wiltshire,TLK7,Gloucestershire and Wiltshire,TLK,South West (England)
SN14,TLK72,Wiltshire,TLK7,Gloucestershire and Wiltshire,TLK,South West (England)
SN15,TLK72,Wiltshire,TLK7,Gloucestershire and Wiltshire,TLK,South West (England)
SN16,TLK72,Wiltshire,TLK7,Gloucestershire and Wiltshire,TLK,South West (England)
SN17,TLK71,Swindon,TLK7,Gloucestershire and Wiltshire,TLK,South West (England)
SN2,TLK71,Swindon,TLK7,Gloucestershire and Wiltshire,TLK,South West (England)
SN25,TLK71,Swindon,TLK7,Gloucestershire and Wiltshire,TLK,South West (England)
SN26,TLK71,Swindon,TLK7,Gloucestershire and Wiltshire,TLK,South West (England)
SN3,TLK71,Swindon,TLK7,Gloucestershire and Wiltshire,TLK,South West (England)
SN38,TLK71,Swindon,TLK7,Gloucestershire and Wiltshire,TLK,South West (England)
SN4,TLK72,Wiltshire,TLK7,Gloucestershire and Wiltshire,TLK,South West (England)
SN5,TLK71,Swindon,TLK7,Gloucestershire and Wiltshire,TLK,South West (England)
SN6,TLK71,Swindon,TLK7,Gloucestershire and Wiltshire,TLK,South West (England)
SN7,TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England)
SN8,TLK72,Wiltshire,TLK7,Gloucestershire and Wiltshire,TLK,South West (England)
SN9,TLK72,Wiltshire,TLK7,Gloucestershire and Wiltshire,TLK,South West (England)
SN99,TLK71,Swindon,TLK7,Gloucestershire and Wiltshire,TLK,South West (England)
SO1,TLJ32,Southampton,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England)
SO14,TLJ32,Southampton,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England)
SO15,TLJ32,Southampton,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England)
SO16,TLJ32,Southampton,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England)
SO17,TLJ32,Southampton,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England)
SO18,TLJ32,Southampton,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England)
SO19,TLJ32,Southampton,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England)
SO2,TLJ32,Southampton,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England)
SO20,TLJ36,Central Hampshire,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England)
SO21,TLJ36,Central Hampshire,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England)
SO22,TLJ36,Central Hampshire,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England)
SO23,TLJ36,Central Hampshire,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England)
SO24,TLJ36,Central Hampshire,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England)
SO25,TLJ36,Central Hampshire,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England)
SO3,TLJ35,South Hampshire,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England)
SO30,TLJ35,South Hampshire,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England)
SO31,TLJ35,South Hampshire,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England)
SO32,TLJ36,Central Hampshire,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England)
SO4,TLJ36,Central Hampshire,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England)
SO40,TLJ36,Central Hampshire,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England)
SO41,TLJ36,Central Hampshire,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England)
SO42,TLJ36,Central Hampshire,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England)
SO43,TLJ36,Central Hampshire,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England)
SO45,TLJ36,Central Hampshire,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England)
SO5,TLJ35,South Hampshire,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England)
SO50,TLJ35,South Hampshire,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England)
SO51,TLJ36,Central Hampshire,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England)
SO52,TLJ36,Central Hampshire,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England)
SO53,TLJ35,South Hampshire,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England)
SO9,TLJ32,Southampton,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England)
SO97,TLJ35,South Hampshire,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England)
SP1,TLK72,Wiltshire,TLK7,Gloucestershire and Wiltshire,TLK,South West (England)
SP10,TLJ36,Central Hampshire,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England)
SP11,TLJ36,Central Hampshire,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England)
SP2,TLK72,Wiltshire,TLK7,Gloucestershire and Wiltshire,TLK,South West (England)
SP3,TLK72,Wiltshire,TLK7,Gloucestershire and Wiltshire,TLK,South West (England)
SP4,TLK72,Wiltshire,TLK7,Gloucestershire and Wiltshire,TLK,South West (England)
SP5,TLK72,Wiltshire,TLK7,Gloucestershire and Wiltshire,TLK,South West (England)
SP6,TLJ36,Central Hampshire,TLJ3,Hampshire and Isle of Wight,TLJ,South East (England)
SP7,TLK64,Dorset,TLK6,"North Somerset, Somerset and Dorset",TLK,South West (England)
SP8,TLK64,Dorset,TLK6,"North Somerset, Somerset and Dorset",TLK,South West (England)
SP9,TLK72,Wiltshire,TLK7,Gloucestershire and Wiltshire,TLK,South West (England)
SR1,TLC44,Sunderland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
SR2,TLC44,Sunderland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
SR3,TLC44,Sunderland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
SR4,TLC44,Sunderland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
SR43,TLC44,Sunderland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
SR5,TLC44,Sunderland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
SR6,TLC44,Sunderland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
SR7,TLC41,Durham,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
SR8,TLC41,Durham,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
SR88,TLC41,Durham,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
SR9,TLC44,Sunderland,TLC4,"Northumberland, Durham and Tyne & Wear",TLC,North East (England)
SS0,TLH31,Southend-on-Sea,TLH3,Essex,TLH,East (England)
SS1,TLH31,Southend-on-Sea,TLH3,Essex,TLH,East (England)
SS11,TLH37,Essex Thames Gateway,TLH3,Essex,TLH,East (England)
SS12,TLH37,Essex Thames Gateway,TLH3,Essex,TLH,East (England)
SS13,TLH37,Essex Thames Gateway,TLH3,Essex,TLH,East (England)
SS14,TLH37,Essex Thames Gateway,TLH3,Essex,TLH,East (England)
SS15,TLH37,Essex Thames Gateway,TLH3,Essex,TLH,East (England)
SS16,TLH37,Essex Thames Gateway,TLH3,Essex,TLH,East (England)
SS17,TLH32,Thurrock,TLH3,Essex,TLH,East (England)
SS2,TLH31,Southend-on-Sea,TLH3,Essex,TLH,East (England)
SS22,TLH31,Southend-on-Sea,TLH3,Essex,TLH,East (England)
SS3,TLH31,Southend-on-Sea,TLH3,Essex,TLH,East (England)
SS4,TLH37,Essex Thames Gateway,TLH3,Essex,TLH,East (England)
SS5,TLH37,Essex Thames Gateway,TLH3,Essex,TLH,East (England)
SS6,TLH37,Essex Thames Gateway,TLH3,Essex,TLH,East (England)
SS7,TLH37,Essex Thames Gateway,TLH3,Essex,TLH,East (England)
SS8,TLH37,Essex Thames Gateway,TLH3,Essex,TLH,East (England)
SS9,TLH31,Southend-on-Sea,TLH3,Essex,TLH,East (England)
SS99,TLH31,Southend-on-Sea,TLH3,Essex,TLH,East (England)
ST1,TLG23,Stoke-on-Trent,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England)
ST10,TLG24,Staffordshire CC,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England)
ST11,TLG24,Staffordshire CC,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England)
ST12,TLG24,Staffordshire CC,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England)
ST13,TLG24,Staffordshire CC,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England)
ST14,TLG24,Staffordshire CC,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England)
ST15,TLG24,Staffordshire CC,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England)
ST16,TLG24,Staffordshire CC,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England)
ST17,TLG24,Staffordshire CC,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England)
ST18,TLG24,Staffordshire CC,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England)
ST19,TLG24,Staffordshire CC,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England)
ST2,TLG23,Stoke-on-Trent,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England)
ST20,TLG24,Staffordshire CC,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England)
ST21,TLG24,Staffordshire CC,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England)
ST3,TLG23,Stoke-on-Trent,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England)
ST4,TLG23,Stoke-on-Trent,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England)
ST5,TLG24,Staffordshire CC,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England)
ST55,TLG24,Staffordshire CC,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England)
ST6,TLG23,Stoke-on-Trent,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England)
ST7,TLG24,Staffordshire CC,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England)
ST8,TLG24,Staffordshire CC,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England)
ST9,TLG24,Staffordshire CC,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England)
SW10,TLI33,Kensington & Chelsea and Hammersmith & Fulham,TLI3,Inner London - West,TLI,London
SW11,TLI34,Wandsworth,TLI3,Inner London - West,TLI,London
SW12,TLI34,Wandsworth,TLI3,Inner London - West,TLI,London
SW13,TLI75,Hounslow and Richmond upon Thames,TLI7,Outer London - West and North West,TLI,London
SW14,TLI75,Hounslow and Richmond upon Thames,TLI7,Outer London - West and North West,TLI,London
SW15,TLI34,Wandsworth,TLI3,Inner London - West,TLI,London
SW16,TLI45,Lambeth,TLI4,Inner London - East,TLI,London
SW17,TLI34,Wandsworth,TLI3,Inner London - West,TLI,London
SW18,TLI34,Wandsworth,TLI3,Inner London - West,TLI,London
SW19,TLI63,"Merton, Kingston upon Thames and Sutton",TLI6,Outer London - South,TLI,London
SW1A,TLI35,Westminster and City of London,TLI3,Inner London - West,TLI,London
SW1E,TLI35,Westminster and City of London,TLI3,Inner London - West,TLI,London
SW1H,TLI35,Westminster and City of London,TLI3,Inner London - West,TLI,London
SW1P,TLI35,Westminster and City of London,TLI3,Inner London - West,TLI,London
SW1V,TLI35,Westminster and City of London,TLI3,Inner London - West,TLI,London
SW1W,TLI35,Westminster and City of London,TLI3,Inner London - West,TLI,London
SW1X,TLI35,Westminster and City of London,TLI3,Inner London - West,TLI,London
SW1Y,TLI35,Westminster and City of London,TLI3,Inner London - West,TLI,London
SW2,TLI45,Lambeth,TLI4,Inner London - East,TLI,London
SW20,TLI63,"Merton, Kingston upon Thames and Sutton",TLI6,Outer London - South,TLI,London
SW3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,TLI3,Inner London - West,TLI,London
SW4,TLI45,Lambeth,TLI4,Inner London - East,TLI,London
SW5,TLI33,Kensington & Chelsea and Hammersmith & Fulham,TLI3,Inner London - West,TLI,London
SW6,TLI33,Kensington & Chelsea and Hammersmith & Fulham,TLI3,Inner London - West,TLI,London
SW7,TLI33,Kensington & Chelsea and Hammersmith & Fulham,TLI3,Inner London - West,TLI,London
SW8,TLI45,Lambeth,TLI4,Inner London - East,TLI,London
SW9,TLI45,Lambeth,TLI4,Inner London - East,TLI,London
SW95,TLI34,Wandsworth,TLI3,Inner London - West,TLI,London
SW99,TLI45,Lambeth,TLI4,Inner London - East,TLI,London
SY1,TLG22,Shropshire,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England)
SY10,TLG22,Shropshire,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England)
SY11,TLG22,Shropshire,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England)
SY12,TLG22,Shropshire,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England)
SY13,TLG22,Shropshire,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England)
SY14,TLD63,Cheshire West and Chester,TLD6,Cheshire,TLD,North West (England)
SY15,TLL41,Mid Wales,TLL4,Mid and South West Wales,TLL,Wales
SY16,TLL41,Mid Wales,TLL4,Mid and South West Wales,TLL,Wales
SY17,TLL41,Mid Wales,TLL4,Mid and South West Wales,TLL,Wales
SY18,TLL41,Mid Wales,TLL4,Mid and South West Wales,TLL,Wales
SY19,TLL41,Mid Wales,TLL4,Mid and South West Wales,TLL,Wales
SY2,TLG22,Shropshire,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England)
SY20,TLL41,Mid Wales,TLL4,Mid and South West Wales,TLL,Wales
SY21,TLL41,Mid Wales,TLL4,Mid and South West Wales,TLL,Wales
SY22,TLL41,Mid Wales,TLL4,Mid and South West Wales,TLL,Wales
SY23,TLL41,Mid Wales,TLL4,Mid and South West Wales,TLL,Wales
SY24,TLL41,Mid Wales,TLL4,Mid and South West Wales,TLL,Wales
SY25,TLL41,Mid Wales,TLL4,Mid and South West Wales,TLL,Wales
SY3,TLG22,Shropshire,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England)
SY4,TLG22,Shropshire,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England)
SY5,TLG22,Shropshire,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England)
SY6,TLG22,Shropshire,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England)
SY7,TLG22,Shropshire,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England)
SY8,TLG22,Shropshire,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England)
SY9,TLG22,Shropshire,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England)
SY99,TLG22,Shropshire,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England)
TA1,TLK62,Somerset,TLK6,"North Somerset, Somerset and Dorset",TLK,South West (England)
TA10,TLK62,Somerset,TLK6,"North Somerset, Somerset and Dorset",TLK,South West (England)
TA11,TLK62,Somerset,TLK6,"North Somerset, Somerset and Dorset",TLK,South West (England)
TA12,TLK62,Somerset,TLK6,"North Somerset, Somerset and Dorset",TLK,South West (England)
TA13,TLK62,Somerset,TLK6,"North Somerset, Somerset and Dorset",TLK,South West (England)
TA14,TLK62,Somerset,TLK6,"North Somerset, Somerset and Dorset",TLK,South West (England)
TA15,TLK62,Somerset,TLK6,"North Somerset, Somerset and Dorset",TLK,South West (England)
TA16,TLK62,Somerset,TLK6,"North Somerset, Somerset and Dorset",TLK,South West (England)
TA17,TLK62,Somerset,TLK6,"North Somerset, Somerset and Dorset",TLK,South West (England)
TA18,TLK62,Somerset,TLK6,"North Somerset, Somerset and Dorset",TLK,South West (England)
TA19,TLK62,Somerset,TLK6,"North Somerset, Somerset and Dorset",TLK,South West (England)
TA2,TLK62,Somerset,TLK6,"North Somerset, Somerset and Dorset",TLK,South West (England)
TA20,TLK62,Somerset,TLK6,"North Somerset, Somerset and Dorset",TLK,South West (England)
TA21,TLK62,Somerset,TLK6,"North Somerset, Somerset and Dorset",TLK,South West (England)
TA22,TLK62,Somerset,TLK6,"North Somerset, Somerset and Dorset",TLK,South West (England)
TA23,TLK62,Somerset,TLK6,"North Somerset, Somerset and Dorset",TLK,South West (England)
TA24,TLK62,Somerset,TLK6,"North Somerset, Somerset and Dorset",TLK,South West (England)
